Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Talen Horton-Tucker,8,20,LAL,25,0,16.5,2.7,6.0,0.447,0.5,1.7,0.27899999999999997,2.2,4.3,0.514,0.48700000000000004,0.9,1.1,0.821,0.4,2.0,2.4,1.8,0.8,0.5,1.2,1.9,6.8,11.7,0.521,0.287,0.187,2.5,13.4,8.1,15.1,2.5,2.5,16.0,20.3,-0.2,0.8,0.7,0.076,-3.2,1.7,-1.6,0.1
Markus Howard,8,21,DEN,14,0,3.4,0.4,2.1,0.207,0.2,1.5,0.14300000000000002,0.2,0.6,0.375,0.259,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.1,0.0,0.3,0.4,1.1,-6.4,0.259,0.7240000000000001,0.0,0.0,11.8,5.9,13.8,2.1,0.0,12.1,29.9,-0.3,0.0,-0.3,-0.31,-14.4,-5.5,-20.0,-0.2
Kevin Huerter,8,22,ATL,28,17,31.8,4.5,10.7,0.423,2.2,5.8,0.385,2.3,5.0,0.46799999999999997,0.527,0.7,0.9,0.792,0.7,2.9,3.6,3.8,1.2,0.2,1.3,2.3,12.0,11.9,0.539,0.537,0.08,2.5,9.8,6.2,17.8,1.9,0.5,10.4,16.6,0.7,0.6,1.4,0.075,-0.4,0.1,-0.3,0.4
Josh Jackson,8,23,DET,26,6,24.1,4.5,10.5,0.42700000000000005,1.4,4.4,0.322,3.1,6.1,0.503,0.495,2.3,3.4,0.685,0.7,3.3,4.0,1.9,1.0,0.9,2.4,3.0,12.8,12.2,0.53,0.42,0.325,3.3,15.9,9.3,13.3,2.0,3.5,16.5,25.9,-0.7,0.7,0.1,0.005,-2.2,-0.2,-2.4,-0.1
Reggie Jackson,8,30,LAC,27,14,20.8,3.1,7.4,0.42700000000000005,1.2,3.4,0.348,2.0,4.0,0.495,0.508,1.1,1.4,0.7440000000000001,0.3,2.4,2.7,3.3,0.7,0.1,1.0,1.9,8.6,13.3,0.534,0.462,0.196,1.9,12.4,7.3,21.8,1.6,0.5,10.7,19.0,0.7,0.5,1.2,0.10300000000000001,-0.9,-0.7,-1.6,0.1
DaQuan Jeffries,8,23,SAC,3,1,13.7,1.0,4.0,0.25,0.0,2.0,0.0,1.0,2.0,0.5,0.25,0.0,0.0,0.0,0.7,1.3,2.0,0.7,1.0,0.7,0.7,1.0,2.0,3.5,0.25,0.5,0.0,5.3,10.8,8.0,6.1,3.5,4.1,14.3,14.6,-0.1,0.0,-0.1,-0.12300000000000001,-7.7,-1.1,-8.9,-0.1
Isaiah Joe,8,21,PHI,16,1,13.3,1.7,4.4,0.38,1.3,3.5,0.375,0.4,0.9,0.4,0.528,0.3,0.3,1.0,0.3,0.9,1.2,0.9,0.4,0.3,0.3,1.3,5.0,10.3,0.546,0.789,0.07,2.1,7.5,4.9,9.6,1.3,1.7,6.4,15.6,0.2,0.2,0.4,0.09,-1.4,-0.6,-2.0,0.0
Tyler Johnson,8,28,BRK,13,1,12.2,1.6,3.6,0.447,1.2,2.5,0.469,0.5,1.2,0.4,0.606,0.2,0.2,1.0,0.2,1.0,1.2,0.8,0.3,0.0,0.3,0.6,4.5,11.1,0.616,0.6809999999999999,0.043,1.5,8.7,5.3,9.0,1.2,0.0,7.7,14.1,0.2,0.0,0.3,0.079,-0.7,-1.6,-2.3,0.0
Mason Jones,8,22,HOU,18,1,11.2,1.8,4.0,0.45799999999999996,0.9,2.3,0.415,0.9,1.7,0.516,0.5760000000000001,0.9,1.7,0.5479999999999999,0.2,1.8,2.0,1.3,0.3,0.0,1.2,1.0,5.6,11.8,0.584,0.569,0.431,1.6,17.6,9.5,18.3,1.4,0.0,19.7,22.6,-0.1,0.2,0.2,0.046,-1.9,-0.7,-2.6,0.0
Luke Kennard,8,24,LAC,29,7,22.0,3.0,6.5,0.46299999999999997,1.6,3.6,0.442,1.4,2.9,0.488,0.585,0.4,0.5,0.867,0.3,2.6,2.9,1.8,0.3,0.2,0.9,1.6,8.0,10.8,0.599,0.5529999999999999,0.08,1.4,12.8,7.3,11.1,0.8,0.8,12.2,15.3,0.6,0.5,1.1,0.083,-0.8,-1.5,-2.2,0.0
John Konchar,8,24,MEM,16,0,16.5,1.5,3.5,0.429,0.4,1.4,0.318,1.1,2.1,0.5,0.491,0.9,1.0,0.938,1.0,2.8,3.8,1.1,1.1,0.3,0.5,1.4,4.4,13.3,0.555,0.39299999999999996,0.28600000000000003,6.5,19.3,12.7,8.6,3.3,1.7,11.3,11.4,0.3,0.4,0.7,0.122,-2.2,1.5,-0.6,0.1
Furkan Korkmaz,8,23,PHI,18,1,19.5,2.7,7.2,0.377,1.3,4.2,0.32,1.4,3.1,0.455,0.469,0.8,0.9,0.875,0.2,2.3,2.6,0.8,0.7,0.1,0.9,1.1,7.6,8.1,0.496,0.5770000000000001,0.12300000000000001,1.3,12.7,7.2,5.5,1.8,0.5,11.0,18.5,-0.3,0.4,0.1,0.015,-3.2,-1.1,-4.3,-0.2
Jeremy Lamb,8,28,IND,16,8,25.1,4.1,8.1,0.508,1.9,3.9,0.5,2.2,4.3,0.515,0.627,2.3,2.4,0.9229999999999999,0.9,3.4,4.3,1.6,0.9,0.5,0.9,2.1,12.4,17.8,0.6759999999999999,0.47700000000000004,0.3,3.9,14.9,9.5,9.1,1.7,1.7,8.7,17.4,1.0,0.4,1.5,0.175,2.5,0.6,3.0,0.5
Zach LaVine,8,25,CHI,27,27,35.6,10.2,19.6,0.52,3.6,8.2,0.43700000000000006,6.6,11.4,0.58,0.612,4.5,5.3,0.847,0.8,4.7,5.5,5.2,1.1,0.4,3.9,2.6,28.5,22.7,0.649,0.42,0.272,2.6,14.4,8.6,24.7,1.5,1.1,14.9,30.7,2.3,0.9,3.1,0.156,4.9,-0.8,4.1,1.5
Damion Lee,8,28,GSW,29,0,19.3,2.1,4.8,0.43200000000000005,1.4,3.8,0.373,0.7,1.0,0.655,0.579,0.7,0.8,0.909,0.4,2.9,3.3,1.5,0.6,0.1,0.4,1.7,6.2,11.2,0.609,0.7909999999999999,0.158,2.3,15.5,9.0,10.4,1.4,0.5,7.5,12.1,0.7,0.7,1.4,0.12,-1.1,0.0,-1.1,0.1
Caris LeVert,8,26,BRK,12,4,27.8,7.3,16.7,0.435,1.8,5.3,0.349,5.4,11.4,0.474,0.49,2.2,2.8,0.765,0.8,3.5,4.3,6.0,1.1,0.5,2.2,1.7,18.5,19.1,0.516,0.315,0.17,3.6,13.3,8.7,33.6,1.8,1.5,10.8,31.2,0.3,0.2,0.6,0.08,1.3,-0.7,0.6,0.2
Terance Mann,8,24,LAC,27,3,15.1,1.6,3.5,0.457,0.2,0.9,0.25,1.4,2.6,0.529,0.489,0.9,1.2,0.75,0.9,2.4,3.3,1.1,0.5,0.2,0.7,1.5,4.3,11.2,0.537,0.255,0.34,7.1,17.4,12.4,10.0,1.6,1.1,14.3,13.7,0.3,0.5,0.8,0.094,-2.5,-0.1,-2.6,-0.1
Garrison Mathews,8,24,WAS,20,4,16.1,1.9,4.8,0.389,1.5,3.8,0.382,0.4,1.0,0.42100000000000004,0.542,1.9,2.1,0.902,0.4,1.1,1.5,0.5,0.9,0.2,0.2,1.6,7.0,13.9,0.619,0.8,0.43200000000000005,2.5,7.4,4.9,4.2,2.6,1.1,2.6,14.9,0.7,0.2,0.9,0.136,-0.1,0.1,-0.1,0.2
Dakota Mathias,8,25,PHI,8,2,15.4,2.4,6.0,0.396,1.0,3.3,0.308,1.4,2.8,0.5,0.479,0.3,0.8,0.33299999999999996,0.1,0.8,0.9,1.6,0.1,0.4,0.1,0.9,6.0,9.8,0.474,0.542,0.125,0.9,5.2,3.1,14.9,0.4,2.2,1.9,17.7,0.1,0.1,0.1,0.052000000000000005,-1.9,-1.7,-3.6,0.0
Wesley Matthews,8,34,LAL,22,1,20.4,1.6,4.1,0.4,1.3,3.3,0.384,0.4,0.8,0.47100000000000003,0.556,0.5,0.7,0.8,0.4,1.0,1.4,1.1,0.5,0.4,0.4,1.5,5.1,8.2,0.58,0.8109999999999999,0.16699999999999998,2.1,5.3,3.7,7.1,1.1,1.5,7.6,10.1,0.4,0.6,1.0,0.11,-1.8,0.2,-1.5,0.0
Tyrese Maxey,8,20,PHI,28,6,16.9,3.7,8.1,0.456,0.5,1.9,0.278,3.1,6.1,0.512,0.489,0.8,0.9,0.88,0.2,1.7,1.9,1.7,0.5,0.1,0.6,1.2,8.7,13.4,0.513,0.239,0.111,1.4,10.6,6.2,15.8,1.5,0.6,7.1,22.8,0.2,0.4,0.6,0.066,-1.8,-0.9,-2.7,-0.1
Skylar Mays,8,23,ATL,10,0,6.8,1.2,2.7,0.444,0.5,1.2,0.41700000000000004,0.7,1.5,0.467,0.537,0.9,1.0,0.9,0.3,0.5,0.8,0.7,0.2,0.0,0.1,0.3,3.8,19.3,0.605,0.444,0.37,4.8,7.8,6.3,16.0,1.4,0.0,3.1,20.3,0.2,0.0,0.3,0.19,4.3,-0.5,3.8,0.1
CJ McCollum,8,29,POR,13,13,33.8,9.5,20.0,0.473,4.8,11.0,0.441,4.6,9.0,0.513,0.594,2.9,3.5,0.8440000000000001,0.5,3.4,3.9,5.0,1.3,0.3,1.0,2.2,26.7,26.4,0.62,0.55,0.17300000000000001,1.6,11.1,6.2,25.8,1.9,0.8,4.4,28.5,1.9,0.2,2.1,0.23,7.7,-0.7,6.9,1.0
Rodney McGruder,8,29,DET,8,0,8.0,1.1,2.4,0.474,0.4,0.9,0.429,0.8,1.5,0.5,0.5529999999999999,0.4,0.4,1.0,0.4,0.8,1.1,0.8,0.0,0.1,0.5,0.5,3.0,11.1,0.591,0.368,0.158,5.1,11.0,7.9,14.5,0.0,1.4,16.4,16.4,0.1,0.0,0.1,0.055999999999999994,-0.9,-1.7,-2.5,0.0
Ben McLemore,8,27,HOU,20,2,15.2,2.2,5.8,0.374,1.4,4.2,0.337,0.8,1.6,0.469,0.496,0.7,0.9,0.722,0.4,1.8,2.2,1.0,0.6,0.1,1.1,1.3,6.4,8.6,0.517,0.722,0.157,2.4,12.7,7.5,9.3,1.9,0.3,14.6,20.2,-0.3,0.4,0.1,0.012,-3.1,-0.9,-4.0,-0.2
Sam Merrill,8,24,MIL,9,0,6.1,0.4,1.1,0.4,0.4,0.9,0.5,0.0,0.2,0.0,0.6,0.2,0.2,1.0,0.3,0.8,1.1,1.1,0.1,0.0,0.3,0.3,1.6,12.5,0.643,0.8,0.2,5.9,13.1,9.6,21.0,0.9,0.0,21.6,10.6,0.1,0.0,0.2,0.14,1.1,-0.8,0.3,0.0
Shake Milton,8,24,PHI,22,1,24.4,4.9,10.9,0.452,1.0,3.3,0.306,3.9,7.6,0.515,0.498,3.2,3.6,0.875,0.5,1.4,1.9,3.0,0.7,0.2,1.5,2.2,14.0,15.3,0.562,0.301,0.335,2.5,5.9,4.3,18.6,1.4,0.7,11.0,24.3,0.7,0.4,1.2,0.10300000000000001,-0.7,-1.3,-2.0,0.0
Donovan Mitchell,8,24,UTA,27,27,33.6,8.3,19.4,0.42700000000000005,3.4,8.6,0.391,4.9,10.8,0.457,0.514,4.2,5.1,0.8320000000000001,1.0,3.4,4.4,5.1,0.9,0.4,3.0,2.2,24.2,18.9,0.5589999999999999,0.445,0.261,3.2,10.3,6.9,25.3,1.3,0.9,12.0,31.4,1.6,1.1,2.7,0.145,2.7,-1.0,1.7,0.8
Adam Mokoka,8,22,CHI,7,0,6.0,0.7,2.0,0.35700000000000004,0.1,1.1,0.125,0.6,0.9,0.667,0.39299999999999996,0.0,0.0,0.0,0.1,0.4,0.6,0.6,0.3,0.1,0.3,0.7,1.6,5.4,0.39299999999999996,0.5710000000000001,0.0,2.7,7.8,5.3,12.6,2.2,2.1,12.5,16.2,-0.1,0.0,0.0,-0.031,-5.8,-0.8,-6.6,0.0
Malik Monk,8,22,CHO,15,0,21.1,3.6,8.0,0.45,2.2,4.4,0.5,1.4,3.6,0.389,0.588,1.1,1.3,0.85,0.3,2.0,2.3,1.8,0.3,0.1,1.1,1.3,10.5,13.0,0.613,0.55,0.16699999999999998,1.7,10.3,5.9,12.6,0.6,0.6,11.7,19.6,0.4,0.1,0.5,0.08,0.6,-2.0,-1.4,0.0
E'Twaun Moore,8,31,PHO,14,1,16.2,2.3,5.2,0.43799999999999994,0.4,1.4,0.263,1.9,3.9,0.5,0.473,0.4,0.6,0.75,0.4,1.1,1.4,1.6,0.8,0.1,0.9,1.6,5.4,8.7,0.49,0.26,0.11,2.5,7.2,4.9,13.6,2.4,0.4,14.5,17.7,-0.2,0.3,0.1,0.023,-5.0,0.7,-4.3,-0.1
Jaylen Nowell,8,21,MIN,15,0,15.7,3.5,7.7,0.457,1.1,3.2,0.354,2.4,4.5,0.529,0.53,1.5,1.9,0.7859999999999999,0.5,1.2,1.7,0.9,0.4,0.3,0.6,1.8,9.7,15.3,0.565,0.414,0.24100000000000002,3.5,8.7,5.9,9.7,1.2,1.4,6.6,24.5,0.3,0.1,0.4,0.076,-0.2,-1.8,-2.0,0.0
Josh Okogie,8,22,MIN,23,18,20.3,1.7,4.8,0.345,0.4,2.0,0.217,1.2,2.8,0.43799999999999994,0.391,1.3,1.7,0.763,1.0,1.6,2.6,1.2,0.8,0.6,0.7,1.9,5.0,7.7,0.45399999999999996,0.418,0.345,4.8,9.0,6.8,7.6,1.9,2.5,11.8,12.9,-0.2,0.3,0.1,0.015,-4.7,-0.3,-5.0,-0.4
Isaac Okoro,8,20,CLE,24,24,33.0,2.8,7.1,0.38799999999999996,0.7,2.7,0.25,2.1,4.4,0.47200000000000003,0.435,1.3,1.9,0.674,0.9,1.5,2.4,1.9,1.1,0.4,1.4,2.9,7.5,5.6,0.47,0.376,0.271,2.8,5.2,4.0,7.8,1.7,1.1,14.8,12.1,-0.5,0.4,-0.1,-0.006999999999999999,-5.2,-0.6,-5.8,-0.7
Victor Oladipo,8,28,TOT,20,20,32.0,7.0,17.5,0.401,2.4,7.3,0.32899999999999996,4.6,10.2,0.45299999999999996,0.47,2.7,3.7,0.74,0.2,5.0,5.2,4.6,1.4,0.4,2.2,2.4,19.1,14.5,0.501,0.418,0.209,0.7,16.9,8.8,23.2,2.0,1.1,10.4,28.5,-0.4,0.9,0.5,0.037000000000000005,-0.2,-0.5,-0.7,0.2
Victor Oladipo,8,28,TOT,20,20,32.0,7.0,17.5,0.401,2.4,7.3,0.32899999999999996,4.6,10.2,0.45299999999999996,0.47,2.7,3.7,0.74,0.2,5.0,5.2,4.6,1.4,0.4,2.2,2.4,19.1,16.0,0.535,0.45399999999999996,0.243,0.4,18.1,9.4,19.2,2.4,0.6,9.7,27.0,0.1,0.4,0.5,0.073,1.5,-0.8,0.6,0.2
Victor Oladipo,8,28,TOT,20,20,32.0,7.0,17.5,0.401,2.4,7.3,0.32899999999999996,4.6,10.2,0.45299999999999996,0.47,2.7,3.7,0.74,0.2,5.0,5.2,4.6,1.4,0.4,2.2,2.4,19.1,13.2,0.475,0.391,0.183,0.9,15.7,8.3,26.7,1.7,1.5,10.9,29.9,-0.4,0.5,0.0,0.005,-1.7,-0.2,-1.9,0.0
Victor Oladipo,8,28,IND,9,9,33.3,7.1,16.9,0.42100000000000004,2.8,7.7,0.36200000000000004,4.3,9.2,0.47,0.503,3.0,4.1,0.73,0.1,5.6,5.7,4.2,1.7,0.2,2.0,2.6,20.0,14.5,0.501,0.418,0.209,0.7,16.9,8.8,23.2,2.0,1.1,10.4,28.5,-0.4,0.9,0.5,0.037000000000000005,-0.2,-0.5,-0.7,0.2
Victor Oladipo,8,28,IND,9,9,33.3,7.1,16.9,0.42100000000000004,2.8,7.7,0.36200000000000004,4.3,9.2,0.47,0.503,3.0,4.1,0.73,0.1,5.6,5.7,4.2,1.7,0.2,2.0,2.6,20.0,16.0,0.535,0.45399999999999996,0.243,0.4,18.1,9.4,19.2,2.4,0.6,9.7,27.0,0.1,0.4,0.5,0.073,1.5,-0.8,0.6,0.2
Victor Oladipo,8,28,IND,9,9,33.3,7.1,16.9,0.42100000000000004,2.8,7.7,0.36200000000000004,4.3,9.2,0.47,0.503,3.0,4.1,0.73,0.1,5.6,5.7,4.2,1.7,0.2,2.0,2.6,20.0,13.2,0.475,0.391,0.183,0.9,15.7,8.3,26.7,1.7,1.5,10.9,29.9,-0.4,0.5,0.0,0.005,-1.7,-0.2,-1.9,0.0
Victor Oladipo,8,28,HOU,11,11,30.9,6.9,17.9,0.386,2.1,7.0,0.299,4.8,10.9,0.442,0.444,2.5,3.3,0.75,0.3,4.5,4.8,4.9,1.1,0.5,2.4,2.3,18.4,14.5,0.501,0.418,0.209,0.7,16.9,8.8,23.2,2.0,1.1,10.4,28.5,-0.4,0.9,0.5,0.037000000000000005,-0.2,-0.5,-0.7,0.2
Victor Oladipo,8,28,HOU,11,11,30.9,6.9,17.9,0.386,2.1,7.0,0.299,4.8,10.9,0.442,0.444,2.5,3.3,0.75,0.3,4.5,4.8,4.9,1.1,0.5,2.4,2.3,18.4,16.0,0.535,0.45399999999999996,0.243,0.4,18.1,9.4,19.2,2.4,0.6,9.7,27.0,0.1,0.4,0.5,0.073,1.5,-0.8,0.6,0.2
Victor Oladipo,8,28,HOU,11,11,30.9,6.9,17.9,0.386,2.1,7.0,0.299,4.8,10.9,0.442,0.444,2.5,3.3,0.75,0.3,4.5,4.8,4.9,1.1,0.5,2.4,2.3,18.4,13.2,0.475,0.391,0.183,0.9,15.7,8.3,26.7,1.7,1.5,10.9,29.9,-0.4,0.5,0.0,0.005,-1.7,-0.2,-1.9,0.0
Miye Oni,8,23,UTA,23,0,8.0,0.4,1.3,0.32299999999999995,0.4,1.1,0.34600000000000003,0.0,0.2,0.2,0.46799999999999997,0.2,0.3,0.833,0.5,1.3,1.8,0.3,0.1,0.2,0.3,1.1,1.5,6.0,0.505,0.8390000000000001,0.19399999999999998,7.2,15.9,11.7,4.1,0.8,1.7,17.2,9.4,0.0,0.3,0.3,0.079,-4.1,0.5,-3.6,-0.1
Theo Pinson,8,25,NYK,9,0,2.3,0.1,0.8,0.14300000000000002,0.0,0.7,0.0,0.1,0.1,1.0,0.14300000000000002,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.2,-9.7,0.14300000000000002,0.857,0.0,0.0,4.9,2.5,0.0,0.0,0.0,0.0,14.7,-0.1,0.0,-0.1,-0.223,-13.7,-3.7,-17.4,-0.1
Jordan Poole,8,21,GSW,15,0,9.5,1.7,4.1,0.426,0.9,2.6,0.33299999999999996,0.9,1.5,0.591,0.5329999999999999,1.2,1.3,0.9470000000000001,0.1,1.1,1.2,0.9,0.2,0.1,0.5,0.9,5.5,14.6,0.598,0.639,0.311,1.5,11.5,6.6,13.4,1.0,1.2,10.3,22.9,0.2,0.1,0.3,0.10800000000000001,0.2,-0.8,-0.6,0.1
Norman Powell,8,27,TOR,26,15,28.3,5.5,11.8,0.46399999999999997,2.3,5.3,0.424,3.2,6.5,0.49700000000000005,0.56,3.0,3.4,0.8759999999999999,0.4,2.5,2.9,1.5,1.1,0.2,1.4,2.0,16.3,15.3,0.609,0.451,0.289,1.6,10.0,5.6,8.0,1.8,0.6,9.6,22.3,1.0,0.5,1.6,0.10300000000000001,0.0,-0.8,-0.8,0.2
Payton Pritchard,8,23,BOS,22,1,21.5,3.0,6.3,0.475,1.5,3.5,0.41,1.5,2.8,0.557,0.59,0.5,0.6,0.9229999999999999,0.5,2.0,2.5,2.4,0.6,0.2,1.3,2.0,8.0,11.9,0.608,0.561,0.094,2.5,10.4,6.4,15.9,1.3,1.0,16.2,15.7,0.5,0.4,0.9,0.092,-0.9,-0.5,-1.4,0.1
Jahmi'us Ramsey,8,19,SAC,4,0,4.0,0.5,1.0,0.5,0.3,0.8,0.33299999999999996,0.3,0.3,1.0,0.625,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,0.3,0.3,0.0,1.3,11.5,0.625,0.75,0.0,0.0,27.7,13.7,8.3,0.0,5.3,20.0,13.3,0.0,0.0,0.0,0.02,-2.0,-1.9,-3.9,0.0
J.J. Redick,8,36,NOP,25,0,18.2,2.5,6.7,0.377,1.7,4.7,0.368,0.8,2.0,0.4,0.506,1.4,1.4,0.972,0.1,1.4,1.5,1.1,0.3,0.1,0.8,1.2,8.2,10.1,0.5579999999999999,0.701,0.21600000000000003,0.7,8.5,4.6,8.3,0.9,0.5,9.9,18.9,0.4,0.0,0.4,0.045,-1.4,-2.0,-3.4,-0.2
Josh Richardson,8,27,DAL,19,19,31.6,4.4,10.3,0.423,1.5,5.2,0.29600000000000004,2.8,5.2,0.551,0.49700000000000005,2.2,2.4,0.9329999999999999,1.0,1.9,2.9,2.7,0.8,0.2,1.4,2.9,12.5,11.0,0.5489999999999999,0.5,0.23,3.5,6.6,5.0,12.0,1.3,0.6,10.8,17.6,0.5,0.2,0.6,0.05,-1.7,-1.6,-3.2,-0.2
Austin Rivers,8,28,NYK,21,2,21.0,2.8,6.4,0.43,1.3,3.7,0.364,1.4,2.8,0.517,0.5329999999999999,0.5,0.7,0.7140000000000001,0.2,2.0,2.2,2.0,0.6,0.0,1.0,1.5,7.3,9.7,0.545,0.57,0.10400000000000001,1.2,9.8,5.6,14.1,1.4,0.0,13.5,16.3,0.1,0.5,0.6,0.06,-2.3,-0.7,-3.0,-0.1
Jerome Robinson,8,23,WAS,13,3,17.0,1.7,5.2,0.32799999999999996,0.7,2.4,0.29,1.0,2.8,0.361,0.396,1.2,1.3,0.882,0.2,2.4,2.5,1.4,0.5,0.2,0.8,1.6,5.2,6.0,0.456,0.46299999999999997,0.254,0.9,15.2,7.8,10.8,1.3,0.8,12.9,16.0,-0.2,0.1,-0.1,-0.022000000000000002,-5.3,-1.7,-7.1,-0.3
Terrence Ross,8,29,ORL,28,1,28.8,5.5,13.3,0.414,2.0,5.7,0.34600000000000003,3.5,7.6,0.465,0.488,2.4,2.6,0.892,0.3,2.9,3.2,2.1,1.0,0.5,1.8,2.0,15.3,12.6,0.53,0.42700000000000005,0.19899999999999998,1.0,11.0,5.8,12.0,1.6,1.7,11.2,24.1,-0.1,0.8,0.6,0.037000000000000005,-1.4,-1.0,-2.4,-0.1
Terry Rozier,8,26,CHO,26,26,33.3,7.5,15.2,0.49,3.4,7.7,0.445,4.0,7.5,0.536,0.602,2.2,2.8,0.795,0.6,3.5,4.1,3.0,1.3,0.5,1.7,2.0,20.6,18.3,0.625,0.505,0.184,1.8,11.4,6.5,14.6,1.8,1.4,9.5,23.2,1.6,0.8,2.4,0.133,3.2,-0.6,2.6,1.0
Tomas Satoransky,8,29,CHI,16,0,20.0,2.3,4.6,0.493,0.7,1.6,0.44,1.6,3.0,0.521,0.568,1.2,1.3,0.905,0.3,2.4,2.7,4.9,0.6,0.2,1.5,1.3,6.4,14.3,0.62,0.342,0.28800000000000003,1.8,13.0,7.5,32.0,1.5,0.8,22.6,14.1,0.6,0.3,0.9,0.128,-0.2,0.4,0.1,0.2
Dennis Schroder,8,27,LAL,29,29,31.1,5.1,11.5,0.441,1.0,3.1,0.311,4.1,8.4,0.49,0.483,3.1,3.8,0.82,0.6,3.0,3.6,4.3,0.9,0.2,2.2,2.7,14.2,12.6,0.541,0.27,0.33299999999999996,2.2,10.5,6.5,19.7,1.5,0.6,14.5,21.5,0.5,1.4,1.8,0.09699999999999999,-1.8,-0.3,-2.1,0.0
Collin Sexton,8,22,CLE,24,24,35.3,8.4,17.4,0.484,1.5,3.6,0.40700000000000003,7.0,13.8,0.505,0.526,4.5,5.5,0.805,0.8,1.8,2.5,4.3,1.1,0.2,2.5,2.9,22.8,17.3,0.574,0.20600000000000002,0.319,2.3,5.8,4.0,21.1,1.5,0.4,11.0,27.1,1.2,0.3,1.5,0.085,1.6,-1.5,0.1,0.4
Landry Shamet,8,23,BRK,26,0,19.0,2.3,6.2,0.377,1.6,4.5,0.34700000000000003,0.8,1.7,0.455,0.503,1.1,1.3,0.879,0.2,1.3,1.5,1.3,0.5,0.2,0.8,1.3,7.4,9.1,0.544,0.728,0.204,1.2,7.5,4.5,9.1,1.2,0.7,10.6,17.3,0.2,0.2,0.3,0.031,-2.4,-1.6,-4.0,-0.3
Anfernee Simons,8,21,POR,25,0,17.9,3.0,7.4,0.413,2.2,5.2,0.42,0.8,2.1,0.396,0.563,0.8,0.9,0.826,0.2,2.1,2.3,1.2,0.2,0.2,0.8,1.7,9.0,12.7,0.5820000000000001,0.7120000000000001,0.125,1.4,13.0,6.9,10.2,0.7,1.0,9.8,20.6,0.5,0.1,0.6,0.065,0.7,-2.3,-1.6,0.0
Deividas Sirvydis,8,20,DET,4,0,1.3,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-9.8,0.0,1.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,17.3,0.0,0.0,0.0,-0.344,-13.5,-7.9,-21.4,0.0
Tony Snell,8,29,ATL,15,0,12.9,1.1,2.7,0.4,0.9,1.9,0.483,0.1,0.7,0.182,0.575,0.0,0.0,0.0,0.4,1.2,1.6,0.9,0.1,0.1,0.4,0.9,3.1,7.3,0.575,0.725,0.0,3.4,9.9,6.7,9.9,0.3,0.9,13.0,10.2,0.1,0.1,0.2,0.052000000000000005,-1.5,-0.8,-2.3,0.0
Cassius Stanley,8,21,IND,8,0,2.9,0.3,0.9,0.28600000000000003,0.1,0.3,0.5,0.1,0.6,0.2,0.35700000000000004,0.5,0.6,0.8,0.3,0.1,0.4,0.0,0.0,0.3,0.1,0.9,1.1,6.9,0.489,0.28600000000000003,0.7140000000000001,9.7,4.7,7.2,0.0,0.0,7.5,9.8,19.2,0.0,0.0,0.0,0.042,-6.3,-1.6,-7.9,0.0
Edmond Sumner,8,25,IND,16,4,9.4,1.5,3.0,0.5,0.3,1.0,0.313,1.2,2.0,0.594,0.552,0.6,0.9,0.643,0.4,0.9,1.3,0.5,0.5,0.1,0.6,1.1,3.9,11.4,0.5720000000000001,0.33299999999999996,0.292,4.5,10.9,7.7,7.5,2.6,0.6,15.6,18.6,0.0,0.2,0.2,0.053,-3.4,0.3,-3.1,0.0
Garrett Temple,8,34,CHI,26,5,27.5,3.2,7.6,0.426,1.5,4.3,0.36,1.7,3.3,0.512,0.528,0.8,1.0,0.815,0.5,2.6,3.1,2.0,1.1,0.5,1.0,2.4,8.8,9.6,0.551,0.563,0.13699999999999998,2.1,10.2,6.2,9.4,1.8,1.6,11.4,14.0,0.3,0.7,0.9,0.063,-2.7,0.1,-2.6,-0.1
Brodric Thomas,8,24,HOU,4,0,6.0,0.5,1.8,0.28600000000000003,0.3,1.5,0.16699999999999998,0.3,0.3,1.0,0.35700000000000004,1.3,1.8,0.7140000000000001,0.3,0.8,1.0,1.0,0.3,0.3,1.0,1.3,2.5,7.4,0.496,0.857,1.0,4.4,13.4,8.8,22.7,2.0,3.6,28.4,25.0,-0.1,0.0,0.0,-0.031,-6.9,-0.5,-7.3,0.0
Matt Thomas,8,26,TOR,14,0,6.0,0.8,2.0,0.39299999999999996,0.6,1.5,0.429,0.1,0.5,0.28600000000000003,0.5539999999999999,0.3,0.3,1.0,0.1,0.6,0.6,0.4,0.1,0.0,0.3,0.4,2.5,10.5,0.588,0.75,0.14300000000000002,1.3,10.9,5.9,10.1,1.1,0.0,11.8,17.1,0.1,0.0,0.1,0.063,-1.1,-1.7,-2.8,0.0
