Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Marcus Morris,4,31,LAC,21,2,25.0,4.5,10.0,0.45,2.5,5.0,0.5,2.0,5.0,0.4,0.5760000000000001,1.7,1.9,0.897,0.8,3.0,3.8,0.9,0.6,0.3,1.0,1.8,13.2,15.0,0.609,0.502,0.185,3.5,13.3,8.6,5.0,1.1,1.0,8.4,21.0,0.8,0.5,1.3,0.11599999999999999,1.0,-1.8,-0.8,0.2
Markieff Morris,4,31,LAL,23,2,15.3,1.6,4.0,0.387,0.9,2.7,0.32299999999999995,0.7,1.3,0.516,0.495,0.6,0.8,0.722,0.6,2.9,3.5,0.9,0.2,0.3,0.5,1.5,4.6,8.9,0.52,0.667,0.19399999999999998,4.6,20.2,12.7,7.4,0.5,1.5,10.6,13.9,0.1,0.6,0.7,0.09300000000000001,-2.2,-0.3,-2.6,0.0
Larry Nance Jr.,4,28,CLE,19,18,33.4,3.7,7.6,0.483,1.3,3.3,0.381,2.4,4.3,0.561,0.5660000000000001,0.6,1.1,0.5710000000000001,1.4,5.4,6.8,3.2,1.9,0.5,1.5,2.2,9.3,13.2,0.5710000000000001,0.434,0.145,4.6,18.4,11.3,13.7,2.9,1.4,15.4,12.3,0.4,0.7,1.2,0.08800000000000001,-1.0,2.0,1.0,0.5
Georges Niang,4,27,UTA,29,0,13.1,1.8,4.7,0.39,1.0,3.2,0.32299999999999995,0.8,1.5,0.535,0.5,0.2,0.2,1.0,0.3,1.9,2.2,0.8,0.4,0.1,0.7,1.5,4.9,8.3,0.51,0.684,0.037000000000000005,2.9,14.4,8.9,8.1,1.4,0.6,12.1,17.7,-0.1,0.5,0.5,0.059000000000000004,-3.3,0.2,-3.1,-0.1
Zeke Nnaji,4,20,DEN,15,0,7.5,1.1,2.1,0.5,0.7,1.3,0.5,0.4,0.8,0.5,0.6559999999999999,0.1,0.3,0.5,0.3,0.5,0.9,0.0,0.1,0.1,0.0,0.5,2.9,12.5,0.652,0.625,0.125,5.0,8.1,6.6,0.0,0.4,0.9,0.0,13.1,0.2,0.0,0.3,0.11699999999999999,1.0,-3.1,-2.1,0.0
Semi Ojeleye,4,26,BOS,27,6,19.6,2.0,4.7,0.414,1.3,3.3,0.37799999999999995,0.7,1.4,0.5,0.547,0.7,0.9,0.72,0.6,2.5,3.1,0.9,0.3,0.0,0.4,1.2,5.9,9.2,0.568,0.703,0.195,3.5,14.7,8.9,5.8,0.7,0.0,7.9,12.2,0.5,0.4,0.9,0.08,-0.9,-1.1,-2.0,0.0
Chuma Okeke,4,22,ORL,13,0,21.7,1.7,4.5,0.379,0.7,2.2,0.31,1.0,2.2,0.44799999999999995,0.457,0.2,0.5,0.5,1.2,2.2,3.4,2.1,0.8,0.3,0.7,1.0,4.3,9.4,0.462,0.5,0.10300000000000001,5.7,10.7,8.1,13.1,1.9,1.3,12.9,10.5,0.0,0.3,0.3,0.055,-2.6,0.2,-2.4,0.0
KZ Okpala,4,21,MIA,14,5,12.0,0.9,2.2,0.387,0.5,1.4,0.368,0.4,0.9,0.41700000000000004,0.5,0.1,0.4,0.33299999999999996,0.3,1.1,1.4,0.4,0.2,0.1,0.6,1.4,2.4,3.2,0.49,0.613,0.19399999999999998,2.8,10.1,6.7,5.0,0.9,1.2,19.2,11.0,-0.2,0.1,0.0,-0.013000000000000001,-6.2,-1.3,-7.6,-0.2
Eric Paschall,4,24,GSW,26,2,17.7,3.9,7.7,0.507,0.5,1.4,0.33299999999999996,3.5,6.3,0.545,0.537,1.7,2.4,0.7140000000000001,0.9,2.5,3.4,1.3,0.2,0.1,0.8,1.7,10.0,15.0,0.5710000000000001,0.179,0.313,5.3,14.5,10.0,11.3,0.5,0.6,8.0,23.0,0.5,0.4,0.9,0.099,-0.6,-1.8,-2.5,-0.1
Patrick Patterson,4,31,LAC,10,1,13.0,1.6,3.8,0.42100000000000004,1.0,2.8,0.35700000000000004,0.6,1.0,0.6,0.5529999999999999,0.3,0.4,0.75,0.4,1.6,2.0,0.5,0.3,0.1,0.7,1.3,4.5,8.4,0.5660000000000001,0.737,0.105,3.6,13.4,8.6,5.1,1.1,0.7,15.0,15.9,0.0,0.1,0.1,0.042,-2.0,-1.2,-3.1,0.0
Reggie Perry,4,20,BRK,14,0,10.5,1.5,3.6,0.41200000000000003,0.1,0.9,0.16699999999999998,1.4,2.8,0.48700000000000004,0.431,0.4,0.6,0.667,1.2,2.4,3.6,0.9,0.1,0.4,0.8,1.9,3.6,9.7,0.455,0.235,0.17600000000000002,13.8,24.5,19.5,10.7,0.6,2.8,16.7,19.4,-0.1,0.1,0.1,0.017,-5.2,-1.6,-6.8,-0.2
Aleksej Pokusevski,4,19,OKC,17,0,17.4,1.4,5.5,0.247,0.6,3.3,0.179,0.8,2.2,0.35100000000000003,0.301,0.0,0.0,0.0,0.3,3.2,3.5,1.2,0.5,1.1,1.3,0.9,3.3,2.4,0.301,0.602,0.0,1.8,19.1,10.6,9.6,1.3,5.6,19.1,16.8,-1.2,0.4,-0.8,-0.127,-7.5,0.3,-7.2,-0.4
Taurean Prince,4,26,TOT,27,10,21.9,2.8,7.2,0.392,1.4,3.5,0.4,1.4,3.7,0.384,0.49,1.7,2.0,0.8490000000000001,0.4,3.2,3.6,1.7,0.7,0.7,1.1,1.9,8.7,11.7,0.541,0.49,0.273,2.2,16.2,9.2,11.1,1.6,2.8,12.5,18.1,0.1,0.5,0.6,0.053,-1.4,-0.4,-1.8,0.0
Taurean Prince,4,26,TOT,27,10,21.9,2.8,7.2,0.392,1.4,3.5,0.4,1.4,3.7,0.384,0.49,1.7,2.0,0.8490000000000001,0.4,3.2,3.6,1.7,0.7,0.7,1.1,1.9,8.7,11.7,0.565,0.5,0.365,1.1,15.5,8.8,4.2,1.7,3.0,11.4,19.2,0.0,0.2,0.2,0.054000000000000006,-2.7,-0.2,-2.9,0.0
Taurean Prince,4,26,TOT,27,10,21.9,2.8,7.2,0.392,1.4,3.5,0.4,1.4,3.7,0.384,0.49,1.7,2.0,0.8490000000000001,0.4,3.2,3.6,1.7,0.7,0.7,1.1,1.9,8.7,11.7,0.525,0.483,0.217,2.9,16.6,9.5,15.2,1.4,2.7,13.2,17.4,0.1,0.3,0.4,0.052000000000000005,-0.6,-0.5,-1.1,0.1
Taurean Prince,4,26,BRK,12,4,18.2,2.5,6.2,0.405,1.1,3.1,0.35100000000000003,1.4,3.1,0.45899999999999996,0.493,2.0,2.3,0.889,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8,8.1,11.7,0.541,0.49,0.273,2.2,16.2,9.2,11.1,1.6,2.8,12.5,18.1,0.1,0.5,0.6,0.053,-1.4,-0.4,-1.8,0.0
Taurean Prince,4,26,BRK,12,4,18.2,2.5,6.2,0.405,1.1,3.1,0.35100000000000003,1.4,3.1,0.45899999999999996,0.493,2.0,2.3,0.889,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8,8.1,11.7,0.565,0.5,0.365,1.1,15.5,8.8,4.2,1.7,3.0,11.4,19.2,0.0,0.2,0.2,0.054000000000000006,-2.7,-0.2,-2.9,0.0
Taurean Prince,4,26,BRK,12,4,18.2,2.5,6.2,0.405,1.1,3.1,0.35100000000000003,1.4,3.1,0.45899999999999996,0.493,2.0,2.3,0.889,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8,8.1,11.7,0.525,0.483,0.217,2.9,16.6,9.5,15.2,1.4,2.7,13.2,17.4,0.1,0.3,0.4,0.052000000000000005,-0.6,-0.5,-1.1,0.1
Taurean Prince,4,26,CLE,15,6,24.9,3.1,8.0,0.38299999999999995,1.7,3.9,0.431,1.4,4.1,0.33899999999999997,0.488,1.4,1.7,0.8079999999999999,0.7,3.6,4.3,2.6,0.7,0.7,1.3,1.9,9.2,11.7,0.541,0.49,0.273,2.2,16.2,9.2,11.1,1.6,2.8,12.5,18.1,0.1,0.5,0.6,0.053,-1.4,-0.4,-1.8,0.0
Taurean Prince,4,26,CLE,15,6,24.9,3.1,8.0,0.38299999999999995,1.7,3.9,0.431,1.4,4.1,0.33899999999999997,0.488,1.4,1.7,0.8079999999999999,0.7,3.6,4.3,2.6,0.7,0.7,1.3,1.9,9.2,11.7,0.565,0.5,0.365,1.1,15.5,8.8,4.2,1.7,3.0,11.4,19.2,0.0,0.2,0.2,0.054000000000000006,-2.7,-0.2,-2.9,0.0
Taurean Prince,4,26,CLE,15,6,24.9,3.1,8.0,0.38299999999999995,1.7,3.9,0.431,1.4,4.1,0.33899999999999997,0.488,1.4,1.7,0.8079999999999999,0.7,3.6,4.3,2.6,0.7,0.7,1.3,1.9,9.2,11.7,0.525,0.483,0.217,2.9,16.6,9.5,15.2,1.4,2.7,13.2,17.4,0.1,0.3,0.4,0.052000000000000005,-0.6,-0.5,-1.1,0.1
Julius Randle,4,26,NYK,30,30,36.7,8.1,16.9,0.48,1.8,4.5,0.40700000000000003,6.3,12.4,0.507,0.535,5.1,6.4,0.802,1.4,9.5,10.9,5.5,0.7,0.2,3.3,3.1,23.2,20.7,0.589,0.267,0.379,4.0,26.6,15.5,25.8,1.0,0.5,14.2,27.6,1.9,1.7,3.6,0.159,3.3,0.8,4.2,1.7
Paul Reed,4,21,PHI,5,0,11.0,1.8,4.4,0.409,0.0,0.6,0.0,1.8,3.8,0.474,0.409,0.0,0.0,0.0,1.4,0.6,2.0,0.6,0.2,0.8,1.0,0.8,3.6,8.6,0.409,0.136,0.0,14.4,5.8,10.0,7.8,0.9,6.5,18.5,20.7,-0.1,0.1,-0.1,-0.05,-6.1,-2.0,-8.1,-0.1
Nick Richards,4,23,CHO,8,0,2.9,0.4,0.8,0.5,0.0,0.0,0.0,0.4,0.8,0.5,0.5,0.6,0.8,0.833,0.3,0.5,0.8,0.0,0.0,0.0,0.1,0.5,1.4,13.3,0.637,0.0,1.0,9.1,18.9,13.9,0.0,0.0,0.0,10.4,17.8,0.1,0.0,0.1,0.14300000000000002,-3.3,-2.4,-5.7,0.0
Isaiah Roby,4,22,OKC,22,9,20.2,3.4,6.2,0.54,0.5,1.6,0.314,2.9,4.6,0.618,0.58,1.3,1.9,0.69,1.6,3.5,5.2,1.5,0.7,0.6,1.0,2.5,8.5,16.2,0.605,0.255,0.307,8.5,18.0,13.3,11.7,1.6,2.7,12.9,17.4,0.7,0.6,1.3,0.136,-1.3,0.5,-0.8,0.1
Domantas Sabonis,4,24,IND,29,29,36.4,8.2,15.5,0.528,1.0,2.8,0.358,7.2,12.7,0.565,0.56,4.1,5.8,0.71,2.8,8.8,11.6,5.7,1.0,0.7,3.4,3.6,21.5,20.7,0.595,0.18,0.376,8.6,26.4,17.6,24.3,1.3,1.6,15.8,25.6,1.9,1.4,3.3,0.151,2.7,0.8,3.4,1.4
JaKarr Sampson,4,27,IND,13,0,6.0,0.8,1.9,0.44,0.0,0.2,0.0,0.8,1.7,0.5,0.44,0.6,0.8,0.8,0.5,1.5,2.0,0.0,0.1,0.2,0.2,0.7,2.3,12.1,0.51,0.12,0.4,10.0,26.5,18.4,0.0,0.6,3.3,9.3,18.0,0.0,0.1,0.1,0.073,-3.6,-1.8,-5.4,-0.1
Dario Saric,4,26,PHO,10,0,18.1,3.5,8.0,0.43799999999999994,1.1,3.5,0.314,2.4,4.5,0.5329999999999999,0.506,2.3,2.4,0.958,0.7,3.3,4.0,1.2,1.0,0.2,1.4,2.0,10.4,16.7,0.574,0.43799999999999994,0.3,4.4,19.8,12.3,10.1,2.7,1.0,13.4,25.9,0.1,0.3,0.4,0.105,-1.0,0.4,-0.5,0.1
Mike Scott,4,32,PHI,11,3,17.5,1.5,4.4,0.33299999999999996,1.0,3.5,0.289,0.5,0.9,0.5,0.44799999999999995,0.2,0.3,0.667,0.4,2.3,2.6,0.1,0.3,0.2,0.5,1.4,4.1,3.9,0.456,0.792,0.063,2.4,13.7,8.2,0.7,0.7,0.9,9.2,11.9,-0.2,0.2,0.0,0.002,-4.6,-1.9,-6.6,-0.2
Pascal Siakam,4,26,TOR,25,25,35.8,7.6,16.8,0.455,1.2,4.2,0.298,6.4,12.6,0.506,0.49200000000000005,4.1,5.1,0.797,2.2,5.6,7.8,4.5,1.2,0.6,2.2,3.1,20.6,17.6,0.541,0.248,0.305,6.6,17.8,12.0,20.1,1.6,1.7,10.5,25.4,1.2,0.9,2.1,0.113,0.5,-0.8,-0.2,0.4
Chris Silva,4,24,MIA,6,0,8.8,1.0,1.5,0.667,0.2,0.2,1.0,0.8,1.3,0.625,0.722,1.7,2.0,0.833,1.2,1.8,3.0,1.0,0.2,0.3,1.3,2.3,3.8,16.2,0.805,0.111,1.3330000000000002,15.7,22.1,19.1,16.7,0.9,3.9,35.9,18.7,0.1,0.1,0.2,0.172,-3.2,1.1,-2.0,0.0
Jalen Smith,4,20,PHO,8,0,6.3,0.8,2.1,0.353,0.3,0.9,0.28600000000000003,0.5,1.3,0.4,0.41200000000000003,0.0,0.3,0.0,0.6,0.6,1.3,0.3,0.0,0.3,0.1,0.4,1.8,7.7,0.391,0.41200000000000003,0.11800000000000001,11.3,10.8,11.1,5.5,0.0,3.5,5.3,16.9,0.0,0.0,0.0,0.001,-2.0,-1.9,-3.9,0.0
Lamar Stevens,4,23,CLE,18,0,14.7,1.7,4.3,0.40299999999999997,0.1,0.8,0.133,1.6,3.4,0.46799999999999997,0.41600000000000004,1.0,1.5,0.667,0.4,2.2,2.6,1.1,0.4,0.3,0.4,1.2,4.6,9.2,0.461,0.195,0.35100000000000003,2.8,16.9,9.6,10.3,1.5,1.7,8.3,15.7,-0.1,0.2,0.1,0.024,-4.1,-0.2,-4.3,-0.2
Tristan Thompson,4,29,BOS,26,21,22.5,2.8,5.6,0.507,0.0,0.1,0.0,2.8,5.5,0.514,0.507,1.3,2.1,0.611,2.9,5.4,8.3,0.8,0.3,0.3,0.9,2.2,7.0,13.6,0.5329999999999999,0.013999999999999999,0.37,14.1,27.3,20.5,5.0,0.7,1.4,12.4,14.1,0.6,0.7,1.3,0.107,-1.5,-1.6,-3.1,-0.2
Xavier Tillman Sr.,4,22,MEM,19,6,21.2,3.4,6.3,0.546,0.5,1.3,0.375,2.9,5.0,0.589,0.584,0.6,0.8,0.75,1.4,3.1,4.5,1.6,1.0,0.6,0.9,2.5,7.9,15.0,0.599,0.20199999999999999,0.134,6.9,16.6,11.7,10.7,2.3,2.7,11.9,15.1,0.5,0.5,1.0,0.12,-1.5,0.7,-0.8,0.1
Obi Toppin,4,22,NYK,20,0,12.0,2.0,4.2,0.48200000000000004,0.6,1.9,0.297,1.5,2.3,0.63,0.5479999999999999,0.4,0.5,0.7,0.3,2.2,2.4,0.5,0.2,0.5,0.5,0.9,4.9,12.7,0.561,0.446,0.12,2.2,18.4,10.5,5.9,0.8,3.7,10.3,17.9,0.1,0.4,0.4,0.083,-1.5,0.4,-1.1,0.1
P.J. Tucker,4,35,HOU,26,26,30.0,1.6,4.3,0.375,0.9,2.8,0.32899999999999996,0.7,1.5,0.462,0.48200000000000004,0.5,0.7,0.8240000000000001,1.0,3.6,4.6,1.4,0.8,0.5,1.0,3.0,4.7,5.5,0.511,0.652,0.152,3.5,12.9,8.1,6.0,1.3,1.5,18.4,8.0,-0.1,0.9,0.8,0.051,-4.9,0.4,-4.5,-0.5
Jarred Vanderbilt,4,21,MIN,27,10,19.1,2.5,4.2,0.602,0.0,0.1,0.5,2.5,4.1,0.604,0.606,1.0,1.9,0.51,1.9,4.1,6.0,1.7,1.1,0.7,0.9,2.2,6.0,16.7,0.602,0.018000000000000002,0.451,9.9,24.6,16.8,12.9,2.8,2.9,15.6,13.1,0.7,0.7,1.5,0.135,-1.4,1.3,-0.1,0.3
Dean Wade,4,24,CLE,23,0,8.3,0.7,2.1,0.34700000000000003,0.5,1.4,0.33299999999999996,0.3,0.7,0.375,0.45899999999999996,0.2,0.2,0.8,0.3,0.9,1.3,0.4,0.2,0.1,0.4,0.7,2.1,6.1,0.479,0.6729999999999999,0.102,4.5,12.6,8.4,7.2,1.3,0.9,16.3,13.7,-0.1,0.1,0.0,-0.01,-4.1,-1.3,-5.4,-0.2
P.J. Washington,4,22,CHO,24,24,28.8,4.0,9.6,0.42,1.1,3.3,0.32899999999999996,3.0,6.3,0.467,0.47600000000000003,2.0,2.7,0.738,1.7,4.9,6.5,3.0,0.9,1.3,2.0,2.7,11.2,12.8,0.516,0.342,0.281,6.1,18.4,12.1,14.9,1.5,4.5,15.9,19.0,0.0,0.9,0.9,0.061,-1.9,0.5,-1.4,0.1
Andrew Wiggins,4,25,GSW,29,29,32.2,6.7,14.4,0.46799999999999997,1.9,5.2,0.373,4.8,9.2,0.521,0.535,2.3,3.4,0.67,1.0,3.7,4.8,2.1,0.7,1.3,1.8,2.4,17.7,14.0,0.556,0.36,0.24,3.4,11.9,7.7,10.1,1.0,3.6,10.3,23.3,0.1,1.1,1.2,0.064,-0.7,-0.8,-1.6,0.1
Grant Williams,4,22,BOS,24,6,19.3,1.9,4.3,0.451,0.9,2.2,0.415,1.0,2.0,0.49,0.5589999999999999,0.6,1.2,0.517,1.0,2.0,3.0,1.0,0.5,0.4,1.0,3.0,5.4,8.0,0.562,0.52,0.284,5.6,12.1,8.8,6.7,1.2,2.0,16.7,12.8,0.1,0.4,0.6,0.057999999999999996,-3.5,-0.3,-3.8,-0.2
Kenrich Williams,4,26,OKC,28,6,18.3,2.3,4.3,0.537,0.5,1.2,0.441,1.8,3.1,0.575,0.599,0.4,0.7,0.632,1.4,2.5,3.9,1.7,0.8,0.2,0.9,1.7,5.6,13.4,0.607,0.281,0.157,8.2,14.1,11.2,13.6,1.9,0.9,16.2,13.1,0.6,0.6,1.2,0.11599999999999999,-1.5,0.9,-0.7,0.2
Patrick Williams,4,19,CHI,26,26,27.7,3.7,8.1,0.455,0.9,2.2,0.397,2.8,5.9,0.47700000000000004,0.509,1.8,2.3,0.797,0.9,3.7,4.6,1.1,0.7,0.7,1.5,2.3,10.1,9.8,0.5529999999999999,0.275,0.28,3.6,14.6,9.2,5.2,1.2,2.2,14.1,16.3,0.0,0.7,0.7,0.043,-3.2,-0.9,-4.0,-0.4
Zion Williamson,4,20,NOP,27,27,32.6,9.6,15.6,0.618,0.2,0.6,0.375,9.4,15.0,0.627,0.625,5.6,7.7,0.718,2.4,4.4,6.8,3.1,1.0,0.7,2.3,2.6,25.0,27.0,0.659,0.038,0.496,8.2,14.9,11.5,16.2,1.5,2.2,10.8,27.8,3.4,0.5,3.9,0.215,4.6,-0.1,4.5,1.5
D.J. Wilson,4,24,MIL,10,0,9.4,1.4,3.7,0.37799999999999995,0.8,2.3,0.348,0.6,1.4,0.429,0.486,0.1,0.2,0.5,0.3,1.9,2.2,0.3,0.1,0.3,0.4,1.2,3.7,8.0,0.488,0.622,0.054000000000000006,3.5,20.9,12.4,4.0,0.5,2.9,9.6,18.7,-0.1,0.1,0.0,0.017,-3.9,-2.1,-6.0,-0.1
Thaddeus Young,4,32,CHI,23,0,25.7,5.1,8.7,0.5870000000000001,0.2,0.9,0.23800000000000002,4.9,7.8,0.628,0.6,0.7,1.5,0.5,2.4,3.4,5.8,4.4,1.4,0.5,2.0,2.9,11.2,18.5,0.597,0.10400000000000001,0.16899999999999998,10.7,14.4,12.6,25.2,2.5,1.7,17.9,18.9,1.1,0.7,1.8,0.145,0.8,1.3,2.1,0.6
