Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Monte Morris,5,25,DEN,27,3,26.0,4.1,8.5,0.489,1.3,3.2,0.391,2.9,5.3,0.5489999999999999,0.563,1.2,1.7,0.7020000000000001,0.3,1.9,2.1,3.3,0.7,0.3,0.6,0.8,10.8,14.9,0.583,0.38,0.205,1.1,8.1,4.6,17.8,1.3,1.0,6.4,16.5,1.4,0.4,1.8,0.12300000000000001,1.1,-1.4,-0.3,0.3
Mychal Mulder,5,26,GSW,28,1,10.8,1.4,3.0,0.47600000000000003,1.1,2.6,0.444,0.3,0.4,0.667,0.667,0.3,0.4,0.636,0.0,0.9,0.9,0.4,0.2,0.2,0.2,1.0,4.3,11.2,0.67,0.857,0.131,0.4,8.5,4.5,5.5,0.9,1.7,5.3,13.1,0.4,0.3,0.7,0.109,-0.9,-0.4,-1.4,0.1
Dejounte Murray,5,24,SAS,27,27,30.4,6.2,13.9,0.447,1.0,3.3,0.315,5.1,10.6,0.488,0.484,1.7,2.1,0.81,0.6,6.6,7.2,5.0,1.6,0.1,1.7,2.1,15.1,16.4,0.512,0.23800000000000002,0.155,2.1,22.9,12.2,25.0,2.4,0.2,10.1,23.2,0.2,1.3,1.5,0.087,-0.7,1.0,0.3,0.5
Jamal Murray,5,23,DEN,26,26,34.9,7.2,15.9,0.452,2.3,6.3,0.358,4.9,9.6,0.514,0.523,2.8,3.4,0.809,0.7,3.6,4.3,4.5,1.1,0.3,2.3,2.1,19.4,15.8,0.557,0.39899999999999997,0.215,2.4,11.6,7.0,19.3,1.6,0.7,11.5,24.5,1.0,0.7,1.7,0.08900000000000001,1.2,-1.7,-0.6,0.3
Raul Neto,5,28,WAS,21,6,18.9,3.1,6.7,0.46799999999999997,1.0,2.7,0.368,2.1,4.0,0.536,0.5429999999999999,0.8,1.0,0.8,0.5,1.8,2.2,1.7,1.0,0.1,0.6,1.3,8.0,13.6,0.564,0.40399999999999997,0.142,2.6,10.1,6.2,12.9,2.5,0.4,8.0,17.0,0.4,0.3,0.7,0.08,-1.1,-0.2,-1.3,0.1
Frank Ntilikina,5,22,NYK,4,0,10.5,1.5,3.5,0.429,1.3,2.3,0.556,0.3,1.3,0.2,0.607,0.3,0.8,0.33299999999999996,0.3,0.8,1.0,0.8,0.8,0.0,0.5,1.8,4.5,12.4,0.5870000000000001,0.643,0.214,2.5,7.4,5.0,10.8,3.6,0.0,11.5,18.2,0.0,0.1,0.1,0.113,-1.7,3.0,1.2,0.0
Kendrick Nunn,5,25,MIA,20,8,28.4,5.4,11.3,0.473,1.9,5.5,0.349,3.5,5.9,0.59,0.5579999999999999,1.1,1.2,0.875,0.5,2.8,3.2,2.3,1.1,0.2,2.1,1.8,13.7,12.3,0.5770000000000001,0.48200000000000004,0.106,1.9,10.3,6.3,13.2,1.9,0.7,14.8,21.8,-0.1,0.6,0.4,0.037000000000000005,-1.5,-0.3,-1.7,0.0
Chris Paul,5,35,PHO,26,26,32.4,6.5,13.4,0.489,1.5,4.0,0.369,5.1,9.4,0.539,0.5429999999999999,2.7,2.7,0.972,0.6,4.1,4.7,8.2,1.2,0.3,2.3,2.7,17.2,20.4,0.589,0.29600000000000004,0.204,2.0,13.8,8.0,38.9,1.9,0.7,13.9,23.4,2.2,1.1,3.2,0.183,2.7,1.2,3.9,1.3
Cameron Payne,5,26,PHO,16,0,17.2,2.6,5.6,0.461,0.9,2.4,0.395,1.6,3.2,0.51,0.545,0.6,0.6,1.0,0.1,1.8,1.9,3.6,0.6,0.2,1.2,2.1,6.6,13.5,0.57,0.42700000000000005,0.10099999999999999,0.8,11.0,6.0,30.0,1.6,1.0,17.0,18.3,0.3,0.3,0.6,0.111,-0.7,0.9,0.2,0.2
Elfrid Payton,5,26,NYK,30,30,27.7,5.2,11.8,0.441,0.5,1.9,0.25,4.7,9.9,0.47700000000000004,0.46,1.4,1.9,0.7190000000000001,1.3,2.6,3.8,3.6,0.6,0.2,1.9,2.0,12.2,11.9,0.484,0.158,0.161,4.9,9.5,7.3,20.9,1.1,0.7,13.1,23.2,-0.4,0.9,0.5,0.027999999999999997,-2.3,-1.1,-3.4,-0.3
Immanuel Quickley,5,21,NYK,26,0,19.4,3.9,9.8,0.395,1.7,4.6,0.36700000000000005,2.2,5.2,0.419,0.48,2.9,3.1,0.95,0.4,2.0,2.3,2.7,0.4,0.3,0.9,2.1,12.4,18.4,0.5529999999999999,0.469,0.313,2.1,10.4,6.3,22.6,1.1,1.8,7.6,27.6,1.0,0.6,1.6,0.151,2.6,-0.2,2.4,0.6
Rajon Rondo,5,34,ATL,14,2,15.3,1.4,3.9,0.345,0.6,1.9,0.308,0.8,2.1,0.379,0.418,0.1,0.1,0.5,0.3,2.0,2.3,3.9,0.6,0.1,1.4,0.9,3.4,8.9,0.42100000000000004,0.473,0.036000000000000004,2.0,13.9,8.1,34.6,2.0,0.4,25.4,14.9,-0.2,0.2,0.0,0.006999999999999999,-3.2,-0.3,-3.5,-0.1
Derrick Rose,5,32,TOT,20,0,22.3,5.0,11.7,0.42700000000000005,0.8,2.4,0.33299999999999996,4.2,9.3,0.452,0.462,2.7,3.2,0.841,0.4,1.8,2.2,4.0,1.2,0.4,1.9,1.1,13.5,17.3,0.514,0.205,0.26899999999999996,1.7,9.1,5.3,31.9,2.5,1.5,12.4,29.2,0.1,0.5,0.5,0.059000000000000004,0.8,-0.4,0.4,0.3
Derrick Rose,5,32,TOT,20,0,22.3,5.0,11.7,0.42700000000000005,0.8,2.4,0.33299999999999996,4.2,9.3,0.452,0.462,2.7,3.2,0.841,0.4,1.8,2.2,4.0,1.2,0.4,1.9,1.1,13.5,17.4,0.517,0.212,0.272,1.9,7.9,4.8,33.2,2.6,1.1,12.3,29.7,0.1,0.3,0.4,0.055999999999999994,1.2,-0.8,0.4,0.2
Derrick Rose,5,32,TOT,20,0,22.3,5.0,11.7,0.42700000000000005,0.8,2.4,0.33299999999999996,4.2,9.3,0.452,0.462,2.7,3.2,0.841,0.4,1.8,2.2,4.0,1.2,0.4,1.9,1.1,13.5,17.0,0.503,0.18,0.26,1.0,13.0,7.1,27.5,2.4,2.9,12.6,27.3,0.0,0.2,0.2,0.071,-0.5,0.8,0.4,0.1
Derrick Rose,5,32,DET,15,0,22.8,5.3,12.3,0.429,0.9,2.6,0.33299999999999996,4.4,9.7,0.455,0.465,2.8,3.3,0.84,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2,17.3,0.514,0.205,0.26899999999999996,1.7,9.1,5.3,31.9,2.5,1.5,12.4,29.2,0.1,0.5,0.5,0.059000000000000004,0.8,-0.4,0.4,0.3
Derrick Rose,5,32,DET,15,0,22.8,5.3,12.3,0.429,0.9,2.6,0.33299999999999996,4.4,9.7,0.455,0.465,2.8,3.3,0.84,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2,17.4,0.517,0.212,0.272,1.9,7.9,4.8,33.2,2.6,1.1,12.3,29.7,0.1,0.3,0.4,0.055999999999999994,1.2,-0.8,0.4,0.2
Derrick Rose,5,32,DET,15,0,22.8,5.3,12.3,0.429,0.9,2.6,0.33299999999999996,4.4,9.7,0.455,0.465,2.8,3.3,0.84,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2,17.0,0.503,0.18,0.26,1.0,13.0,7.1,27.5,2.4,2.9,12.6,27.3,0.0,0.2,0.2,0.071,-0.5,0.8,0.4,0.1
Ricky Rubio,5,30,MIN,27,12,25.1,2.5,6.7,0.37,0.6,2.1,0.276,1.9,4.6,0.415,0.414,1.6,2.0,0.83,0.4,3.0,3.4,6.5,1.3,0.0,2.1,2.2,7.2,11.2,0.475,0.32,0.293,1.7,13.4,7.2,35.1,2.4,0.0,21.5,16.1,0.0,0.5,0.5,0.038,-3.7,-0.7,-4.4,-0.4
D'Angelo Russell,5,24,MIN,20,19,29.2,7.0,16.3,0.426,3.0,7.4,0.39899999999999997,4.0,8.9,0.449,0.517,2.4,3.2,0.75,0.5,2.2,2.6,5.1,1.1,0.5,2.7,2.0,19.3,16.4,0.544,0.45399999999999996,0.196,1.6,8.4,4.8,28.9,1.8,1.4,13.2,29.4,0.2,0.3,0.5,0.04,2.3,-1.8,0.4,0.4
Ben Simmons,5,24,PHI,25,25,33.4,5.8,10.4,0.562,0.0,0.2,0.16699999999999998,5.8,10.2,0.5710000000000001,0.563,3.5,5.3,0.667,1.6,6.7,8.3,8.0,1.7,0.8,3.4,3.2,15.2,19.9,0.599,0.023,0.508,5.4,21.2,13.6,35.0,2.4,2.1,20.9,20.3,1.5,1.3,2.8,0.163,1.6,2.6,4.2,1.3
Marcus Smart,5,26,BOS,17,17,32.3,4.4,11.1,0.39399999999999996,1.6,5.3,0.311,2.7,5.8,0.469,0.46799999999999997,2.7,3.6,0.742,0.4,2.4,2.8,6.1,1.8,0.5,1.8,2.3,13.1,14.6,0.516,0.479,0.33,1.4,8.3,4.8,26.4,2.8,1.5,12.2,19.1,0.6,0.6,1.2,0.106,0.0,0.2,0.3,0.3
Dennis Smith Jr.,5,23,TOT,7,0,12.1,1.6,4.7,0.33299999999999996,0.3,1.7,0.16699999999999998,1.3,3.0,0.429,0.364,1.1,1.4,0.8,0.3,0.9,1.1,1.6,0.4,0.1,0.7,0.7,4.6,8.5,0.428,0.364,0.303,2.5,7.9,5.2,19.8,1.8,1.1,11.8,21.7,-0.1,0.1,0.0,-0.024,-4.5,-0.8,-5.4,-0.1
Dennis Smith Jr.,5,23,TOT,7,0,12.1,1.6,4.7,0.33299999999999996,0.3,1.7,0.16699999999999998,1.3,3.0,0.429,0.364,1.1,1.4,0.8,0.3,0.9,1.1,1.6,0.4,0.1,0.7,0.7,4.6,7.0,0.35600000000000004,0.4,0.6,0.0,7.4,3.7,14.6,5.4,0.0,7.3,21.5,-0.1,0.1,0.0,-0.013999999999999999,-8.2,3.9,-4.3,0.0
Dennis Smith Jr.,5,23,TOT,7,0,12.1,1.6,4.7,0.33299999999999996,0.3,1.7,0.16699999999999998,1.3,3.0,0.429,0.364,1.1,1.4,0.8,0.3,0.9,1.1,1.6,0.4,0.1,0.7,0.7,4.6,9.3,0.46399999999999997,0.348,0.174,3.8,8.2,5.9,22.4,0.0,1.6,13.9,21.8,0.0,0.0,0.0,-0.027999999999999997,-2.7,-3.2,-5.9,-0.1
Dennis Smith Jr.,5,23,NYK,3,0,9.3,0.7,3.3,0.2,0.0,1.3,0.0,0.7,2.0,0.33299999999999996,0.2,1.7,2.0,0.833,0.0,0.7,0.7,1.0,1.0,0.0,0.3,1.3,3.0,8.5,0.428,0.364,0.303,2.5,7.9,5.2,19.8,1.8,1.1,11.8,21.7,-0.1,0.1,0.0,-0.024,-4.5,-0.8,-5.4,-0.1
Dennis Smith Jr.,5,23,NYK,3,0,9.3,0.7,3.3,0.2,0.0,1.3,0.0,0.7,2.0,0.33299999999999996,0.2,1.7,2.0,0.833,0.0,0.7,0.7,1.0,1.0,0.0,0.3,1.3,3.0,7.0,0.35600000000000004,0.4,0.6,0.0,7.4,3.7,14.6,5.4,0.0,7.3,21.5,-0.1,0.1,0.0,-0.013999999999999999,-8.2,3.9,-4.3,0.0
Dennis Smith Jr.,5,23,NYK,3,0,9.3,0.7,3.3,0.2,0.0,1.3,0.0,0.7,2.0,0.33299999999999996,0.2,1.7,2.0,0.833,0.0,0.7,0.7,1.0,1.0,0.0,0.3,1.3,3.0,9.3,0.46399999999999997,0.348,0.174,3.8,8.2,5.9,22.4,0.0,1.6,13.9,21.8,0.0,0.0,0.0,-0.027999999999999997,-2.7,-3.2,-5.9,-0.1
Ish Smith,5,32,WAS,19,1,20.6,2.3,6.1,0.379,0.3,1.1,0.25,2.1,5.1,0.406,0.401,0.3,0.8,0.4,0.5,2.9,3.5,4.7,0.8,0.2,1.0,0.9,5.2,10.6,0.40399999999999997,0.172,0.129,2.6,15.5,8.8,31.1,1.8,0.9,13.4,15.0,-0.1,0.3,0.1,0.018000000000000002,-2.2,-0.3,-2.5,0.0
Jeff Teague,5,32,BOS,23,3,17.3,1.8,5.7,0.32299999999999995,0.7,1.7,0.42100000000000004,1.1,4.0,0.28300000000000003,0.385,1.2,1.3,0.9,0.3,1.3,1.6,2.0,0.9,0.1,1.1,1.0,5.5,8.2,0.44299999999999995,0.292,0.231,1.9,8.6,5.2,15.7,2.6,0.7,14.9,18.1,-0.4,0.4,0.0,0.004,-4.2,-0.3,-4.5,-0.2
Tyrell Terry,5,20,DAL,11,0,5.1,0.5,1.5,0.313,0.0,0.6,0.0,0.5,0.8,0.556,0.313,0.1,0.3,0.33299999999999996,0.0,0.5,0.5,0.5,0.5,0.0,0.2,0.2,1.0,6.0,0.318,0.43799999999999994,0.188,0.0,11.8,5.9,14.2,4.3,0.0,10.4,15.1,-0.1,0.1,-0.1,-0.067,-7.7,2.2,-5.5,-0.1
Gabe Vincent,5,24,MIA,18,5,16.2,2.3,6.4,0.353,0.9,3.9,0.239,1.3,2.5,0.5329999999999999,0.42700000000000005,0.8,0.9,0.882,0.2,1.0,1.2,1.5,0.4,0.1,1.0,2.0,6.3,5.5,0.462,0.612,0.147,1.6,6.6,4.2,14.2,1.2,0.4,12.7,21.6,-0.5,0.2,-0.3,-0.044000000000000004,-5.9,-1.9,-7.8,-0.4
Kemba Walker,5,30,BOS,13,13,28.0,5.5,15.0,0.364,2.6,7.3,0.358,2.8,7.7,0.37,0.451,2.8,3.2,0.902,0.5,3.2,3.7,4.0,1.1,0.2,2.2,1.3,16.4,14.2,0.5,0.48700000000000004,0.21,2.1,12.9,7.3,22.0,1.9,0.5,12.0,28.4,0.0,0.3,0.3,0.043,0.7,-0.9,-0.3,0.2
John Wall,5,30,HOU,19,19,31.1,7.4,16.8,0.441,2.1,5.8,0.35100000000000003,5.4,11.0,0.488,0.502,3.5,4.7,0.7440000000000001,0.5,3.2,3.7,6.3,1.0,0.7,3.5,1.4,20.4,17.3,0.539,0.34700000000000003,0.281,1.8,10.9,6.3,34.7,1.5,1.9,15.5,30.7,0.0,0.7,0.7,0.061,1.9,-1.0,0.9,0.4
Brad Wanamaker,5,31,GSW,29,0,16.0,1.3,4.0,0.336,0.3,1.6,0.222,1.0,2.4,0.408,0.379,1.3,1.5,0.884,0.2,1.6,1.8,2.7,0.8,0.1,0.8,1.4,4.3,9.2,0.467,0.38799999999999996,0.371,1.4,10.1,5.8,21.4,2.3,0.8,15.1,14.5,0.0,0.6,0.6,0.059000000000000004,-4.4,0.8,-3.7,-0.2
Tremont Waters,5,23,BOS,9,1,10.0,0.7,3.0,0.222,0.3,1.3,0.25,0.3,1.7,0.2,0.278,0.8,0.9,0.875,0.2,0.7,0.9,2.8,0.6,0.0,1.4,0.7,2.4,5.4,0.36,0.444,0.29600000000000004,2.4,7.6,5.0,35.7,2.7,0.0,29.9,20.7,-0.3,0.1,-0.2,-0.09,-4.9,-2.1,-7.0,-0.1
Russell Westbrook,5,32,WAS,19,19,33.2,7.3,17.9,0.406,1.2,4.1,0.295,6.1,13.8,0.439,0.44,3.2,5.1,0.619,1.8,7.6,9.4,9.5,0.8,0.4,4.9,2.8,18.9,14.4,0.469,0.22899999999999998,0.285,5.4,24.9,14.9,45.3,1.2,1.0,19.7,31.2,-1.0,0.5,-0.4,-0.034,-0.1,-1.7,-1.8,0.0
Coby White,5,20,CHI,27,27,33.5,5.6,13.8,0.40299999999999997,2.4,6.8,0.35,3.2,7.0,0.455,0.489,1.9,2.2,0.867,0.3,4.4,4.7,5.4,0.4,0.1,2.4,2.4,15.4,10.9,0.522,0.49200000000000005,0.161,1.1,14.4,7.9,22.8,0.5,0.3,14.2,21.8,0.1,0.5,0.6,0.034,-1.6,-2.3,-3.9,-0.4
Lou Williams,5,34,LAC,28,3,22.4,4.4,10.4,0.423,1.1,2.8,0.38,3.3,7.6,0.439,0.474,2.5,2.9,0.8540000000000001,0.4,2.0,2.4,3.9,0.8,0.1,1.5,1.0,12.4,16.5,0.529,0.271,0.282,2.0,9.9,6.1,26.1,1.8,0.4,11.6,26.1,0.7,0.6,1.3,0.098,-0.1,-1.6,-1.7,0.0
Cassius Winston,5,22,WAS,6,0,7.3,0.7,1.7,0.4,0.5,1.2,0.429,0.2,0.5,0.33299999999999996,0.55,0.3,0.3,1.0,0.0,0.7,0.7,1.0,0.0,0.2,0.2,0.7,2.2,9.8,0.597,0.7,0.2,0.0,9.9,4.8,17.9,0.0,2.0,8.4,11.2,0.1,0.0,0.1,0.086,-2.2,-1.8,-4.0,0.0
Trae Young,5,22,ATL,26,26,34.7,7.6,17.7,0.429,2.3,6.2,0.369,5.3,11.5,0.462,0.493,9.0,10.2,0.887,0.7,3.2,3.8,9.3,0.8,0.3,4.3,2.0,26.5,22.9,0.598,0.349,0.5770000000000001,2.2,9.7,6.0,44.5,1.1,0.7,16.2,32.5,2.7,0.5,3.1,0.168,5.8,-1.5,4.3,1.4
