Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Darius Miller,6,30,OKC,12,0,9.3,0.9,2.0,0.45799999999999996,0.8,1.8,0.429,0.2,0.3,0.667,0.6459999999999999,0.3,0.3,1.0,0.1,1.2,1.3,0.8,0.4,0.3,0.4,0.8,2.8,12.5,0.6709999999999999,0.875,0.125,0.9,13.0,7.0,12.5,2.1,3.1,16.5,11.8,0.1,0.2,0.3,0.11699999999999999,-0.9,2.4,1.5,0.1
Sviatoslav Mykhailiuk,6,23,DET,27,0,15.4,2.1,5.6,0.38,1.4,4.3,0.322,0.7,1.3,0.5710000000000001,0.503,0.8,0.9,0.875,0.3,1.6,1.9,1.2,0.6,0.2,0.7,0.9,6.4,11.6,0.536,0.767,0.16,1.8,12.1,6.7,12.2,2.0,1.1,10.1,18.5,0.1,0.4,0.5,0.055999999999999994,-0.4,-0.4,-0.9,0.1
Abdel Nader,6,27,PHO,12,0,14.3,2.6,5.2,0.5,0.8,2.1,0.4,1.8,3.1,0.568,0.581,1.2,1.5,0.778,0.0,2.4,2.4,0.9,0.4,0.1,0.7,1.1,7.2,14.8,0.615,0.40299999999999997,0.29,0.0,18.3,9.3,9.5,1.4,0.5,10.3,20.3,0.2,0.2,0.4,0.11199999999999999,-0.2,1.0,0.8,0.1
Aaron Nesmith,6,21,BOS,13,0,14.7,1.2,3.6,0.34,0.9,2.9,0.316,0.3,0.7,0.444,0.46799999999999997,0.4,0.5,0.7140000000000001,0.5,1.8,2.3,0.5,0.0,0.3,0.7,1.8,3.8,4.4,0.489,0.809,0.149,4.0,13.8,8.8,4.8,0.0,1.9,15.2,13.2,-0.1,0.1,0.0,0.004,-4.6,-1.5,-6.1,-0.2
David Nwaba,6,28,HOU,24,9,23.3,3.4,7.0,0.48200000000000004,0.6,2.2,0.264,2.8,4.8,0.583,0.524,1.4,2.1,0.68,1.2,2.5,3.7,1.1,1.1,0.8,0.6,2.1,8.8,13.4,0.5529999999999999,0.315,0.298,5.4,11.3,8.3,6.9,2.2,2.8,7.3,15.6,0.5,0.8,1.3,0.114,-2.0,1.1,-0.8,0.2
Jordan Nwora,6,22,MIL,10,0,8.2,1.7,3.7,0.45899999999999996,0.8,1.6,0.5,0.9,2.1,0.429,0.568,0.9,1.0,0.9,0.1,1.4,1.5,0.0,0.4,0.2,1.0,0.9,5.1,12.9,0.616,0.43200000000000005,0.27,1.3,17.6,9.7,0.0,2.3,2.2,19.5,26.3,-0.1,0.1,0.0,0.023,-3.6,-1.9,-5.4,-0.1
Royce O'Neale,6,27,UTA,29,29,32.6,2.7,5.8,0.462,1.8,4.1,0.429,0.9,1.7,0.54,0.612,0.8,0.9,0.846,1.1,5.7,6.9,2.3,0.8,0.7,1.1,2.9,7.9,10.5,0.635,0.7040000000000001,0.154,3.9,17.8,11.2,9.1,1.2,1.6,15.5,9.7,1.2,1.5,2.7,0.135,-1.1,1.7,0.6,0.6
Cedi Osman,6,25,CLE,29,13,26.4,4.1,10.9,0.381,2.1,6.1,0.341,2.1,4.8,0.43200000000000005,0.47600000000000003,1.1,1.4,0.7859999999999999,0.7,2.7,3.3,2.6,0.9,0.1,1.0,2.1,11.5,11.2,0.499,0.5589999999999999,0.133,2.8,11.5,7.0,14.8,1.6,0.4,8.3,20.4,0.2,0.4,0.6,0.035,-0.9,-1.0,-1.9,0.0
Kelly Oubre Jr.,6,25,GSW,29,29,29.4,5.2,12.7,0.41,1.7,5.3,0.31,3.6,7.3,0.484,0.47600000000000003,2.2,2.9,0.759,1.4,4.5,5.9,1.4,1.1,0.8,1.4,2.4,14.2,12.4,0.51,0.42100000000000004,0.226,5.1,15.6,10.5,7.1,1.7,2.4,9.0,22.1,-0.3,1.2,0.9,0.051,-2.5,-0.3,-2.8,-0.2
Michael Porter Jr.,6,22,DEN,18,11,27.0,5.1,10.8,0.474,2.1,5.7,0.373,3.0,5.1,0.5870000000000001,0.5720000000000001,1.3,1.7,0.8,1.2,4.9,6.1,1.1,1.1,1.2,1.1,2.3,13.7,17.3,0.594,0.526,0.155,4.9,20.8,12.8,5.7,1.9,4.2,8.4,20.2,0.7,0.7,1.3,0.129,1.7,-0.8,0.9,0.3
Otto Porter,6,27,CHI,16,6,23.3,4.0,9.0,0.444,1.8,4.4,0.4,2.3,4.6,0.486,0.542,1.9,2.3,0.833,1.3,5.0,6.3,2.0,0.6,0.2,0.9,1.6,11.6,16.5,0.5820000000000001,0.486,0.25,6.1,23.5,14.9,12.2,1.1,0.7,8.6,20.0,0.6,0.4,1.0,0.131,1.5,-1.1,0.3,0.2
Cam Reddish,6,21,ATL,24,19,28.8,3.8,10.1,0.376,1.3,4.9,0.265,2.5,5.2,0.48,0.44,2.6,3.2,0.805,0.8,3.2,4.0,1.4,1.1,0.3,1.3,2.7,11.5,9.3,0.498,0.483,0.318,3.0,11.7,7.4,7.1,1.9,1.0,10.4,18.9,-0.2,0.6,0.4,0.027999999999999997,-3.0,-0.4,-3.5,-0.3
Duncan Robinson,6,26,MIA,28,28,33.3,4.0,9.7,0.415,3.3,8.4,0.389,0.8,1.4,0.579,0.583,1.3,1.5,0.8540000000000001,0.0,3.8,3.8,1.5,0.4,0.3,1.5,2.3,12.6,8.8,0.607,0.86,0.151,0.1,12.0,6.4,6.9,0.6,0.8,12.4,15.8,0.2,0.7,0.9,0.046,-1.3,-1.5,-2.7,-0.2
Glenn Robinson III,6,27,SAC,22,1,15.7,1.8,4.2,0.43,0.7,2.0,0.37200000000000005,1.1,2.3,0.48,0.516,1.0,1.0,0.9129999999999999,0.3,1.3,1.6,0.9,0.1,0.1,0.5,1.0,5.3,9.2,0.5670000000000001,0.462,0.247,2.2,9.3,5.7,7.6,0.4,0.7,8.8,13.9,0.3,-0.1,0.2,0.03,-1.6,-2.8,-4.4,-0.2
Max Strus,6,24,MIA,16,0,14.7,2.6,4.9,0.519,1.7,4.0,0.42200000000000004,0.9,0.9,0.9329999999999999,0.69,0.4,0.6,0.778,0.1,1.0,1.1,0.5,0.1,0.0,0.2,1.2,7.3,13.8,0.6990000000000001,0.81,0.114,0.5,7.3,4.1,5.5,0.4,0.0,3.5,16.3,0.5,0.1,0.6,0.12300000000000001,2.0,-1.3,0.7,0.2
Jae'Sean Tate,6,25,HOU,28,18,27.3,4.0,7.3,0.5489999999999999,0.7,2.1,0.32799999999999996,3.3,5.2,0.637,0.596,1.2,1.6,0.7170000000000001,1.6,3.4,5.1,1.8,0.9,0.6,1.2,3.0,9.9,13.4,0.615,0.284,0.225,6.3,13.5,9.9,9.8,1.5,1.9,12.8,14.4,1.0,1.0,2.0,0.126,-1.7,0.7,-1.0,0.2
Jayson Tatum,6,22,BOS,23,23,35.2,9.3,20.8,0.449,2.7,7.0,0.389,6.6,13.8,0.479,0.515,4.4,5.0,0.8859999999999999,0.6,6.4,7.0,4.7,1.3,0.4,2.4,1.9,25.8,21.4,0.561,0.33799999999999997,0.23800000000000002,1.7,20.9,11.1,23.0,1.7,1.0,9.6,30.9,1.4,1.0,2.4,0.142,4.6,0.0,4.6,1.4
Devin Vassell,6,20,SAS,26,1,17.3,1.9,4.8,0.397,1.0,2.4,0.397,1.0,2.4,0.397,0.496,0.7,0.8,0.857,0.6,2.6,3.2,1.1,1.1,0.3,0.5,1.2,5.5,12.5,0.529,0.5,0.16699999999999998,3.6,15.8,9.5,8.2,3.1,1.7,8.1,14.0,0.2,0.7,0.9,0.1,-1.7,1.9,0.2,0.3
T.J. Warren,6,27,IND,4,4,29.3,6.8,12.8,0.529,0.0,1.8,0.0,6.8,11.0,0.614,0.529,2.0,2.5,0.8,0.5,3.0,3.5,1.3,0.5,0.0,1.0,4.0,15.5,12.0,0.56,0.13699999999999998,0.196,1.9,11.1,6.6,6.7,0.8,0.0,6.7,22.0,0.1,0.1,0.1,0.054000000000000006,-3.0,-2.5,-5.5,-0.1
Yuta Watanabe,6,26,TOR,18,0,12.4,1.0,2.8,0.353,0.7,1.6,0.429,0.3,1.3,0.261,0.47100000000000003,0.4,0.4,1.0,0.9,2.4,3.3,0.4,0.5,0.6,0.4,1.1,3.1,11.1,0.514,0.5489999999999999,0.157,7.7,22.1,14.6,4.1,1.9,5.0,12.8,12.0,0.1,0.3,0.4,0.085,-2.0,0.0,-2.0,0.0
Paul Watson,6,26,TOR,13,0,3.2,0.7,1.1,0.643,0.6,0.8,0.727,0.1,0.2,0.33299999999999996,0.929,0.0,0.0,0.0,0.1,0.6,0.7,0.2,0.0,0.2,0.1,0.5,2.0,23.0,0.929,0.7859999999999999,0.0,2.5,21.8,11.8,7.6,0.0,4.9,6.7,15.2,0.2,0.0,0.2,0.244,7.2,1.6,8.8,0.1
Dylan Windler,6,24,CLE,15,0,17.5,2.1,4.3,0.47700000000000004,0.9,2.8,0.31,1.2,1.5,0.7829999999999999,0.5770000000000001,1.0,1.1,0.882,0.7,3.0,3.7,1.2,0.6,0.5,1.0,1.3,6.0,13.4,0.621,0.6459999999999999,0.262,4.5,19.7,11.8,9.9,1.7,2.8,17.1,14.3,0.2,0.3,0.5,0.09,-0.4,0.5,0.0,0.1
Robert Woodard,6,21,SAC,6,0,2.8,1.0,1.8,0.545,0.2,0.5,0.33299999999999996,0.8,1.3,0.625,0.591,0.0,0.3,0.0,0.5,0.8,1.3,0.0,0.0,0.0,0.2,0.0,2.2,22.9,0.547,0.273,0.182,19.1,32.5,25.8,0.0,0.0,0.0,7.8,32.3,0.0,0.0,0.0,0.009000000000000001,3.9,-5.9,-2.0,0.0
